,Messstelle,Gewässer,Datum Zeit,Wasser­stand [cm],Änderung seit 2 Std. [cm],Abfluss [m³/s],Melde­stufe,Jähr­lichkeit,Vorher­sage
6,Landshut Birket,Isar,2021-07-26 10:00:00,146,-4,212,0,---,
7,Landau,Isar,2021-07-26 10:00:00,136,-1,250,0,---,
8,Plattling,Isar,2021-07-26 10:00:00,231,6,249,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 10:00:00,109,-1,115,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 10:00:00,173,0,356,0,---,
11,Schlehdorf,Loisach,2021-07-26 10:00:00,132,0,359,0,---,
12,Kochel,Loisach,2021-07-26 10:00:00,139,4,779,0,---,
13,Beuerberg,Loisach,2021-07-26 10:00:00,371,-2,908,0,---,
14,Partenkirchen (alt),Partnach,2021-07-26 10:00:00,54,-1,450,0,---,
15,Stegen,Ammersee,2021-07-26 10:00:00,53322,0,---,0,---,
16,Stegen,Amper,2021-07-26 10:00:00,146,0,342,0,---,
17,Fürstenfeldbruck,Amper,2021-07-26 10:00:00,99,15,367,0,---,
18,Ampermoching,Amper,2021-07-26 10:00:00,223,1,515,0,---,
19,Inkofen,Amper,2021-07-26 10:00:00,119,-1,570,0,---,
20,Oberammergau,Ammer,2021-07-26 10:00:00,53,0,478,0,---,
21,Peißenberg,Ammer,2021-07-26 10:00:00,80,-2,125,0,---,
22,Weilheim,Ammer,2021-07-26 10:00:00,86,-2,272,0,---,
23,Raisting,Rott,2021-07-26 10:00:00,41,0,042,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-26 10:00:00,62507,-1,---,0,---,
25,Leutstetten,Würm,2021-07-26 10:00:00,143,1,613,0,---,
26,Hohenkammer,Glonn,2021-07-26 10:00:00,44,-1,277,0,---,
27,Berg,Sempt,2021-07-26 10:00:00,61,0,315,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-26 10:00:00,148,2,227,0,---,
29,Starnberg,Starnberger See,2021-07-26 10:00:00,58448,1,---,0,---,
30,Eching,Windach,2021-07-26 10:00:00,75,3,115,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-26 10:00:00,28,0,058,0,---,
0,Sylvenstein,Isar,2021-07-26 11:00:00,256,-4,192,0,---,
1,Lenggries,Isar,2021-07-26 11:00:00,123,0,269,0,---,
2,Bad Tölz Brücke,Isar,2021-07-26 11:00:00,69,-1,---,0,---,
3,Puppling,Isar,2021-07-26 11:00:00,149,-1,524,0,---,
4,München,Isar,2021-07-26 11:00:00,166,-1,146,0,---,
5,Freising,Isar,2021-07-26 11:00:00,68,3,428,0,---,
6,Landshut Birket,Isar,2021-07-26 11:00:00,145,-1,210,0,---,
7,Landau,Isar,2021-07-26 11:00:00,136,-3,250,0,---,
8,Plattling,Isar,2021-07-26 11:00:00,229,1,245,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 11:00:00,109,-1,115,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 11:00:00,172,-1,350,0,---,
11,Schlehdorf,Loisach,2021-07-26 11:00:00,132,-1,359,0,---,
12,Kochel,Loisach,2021-07-26 11:00:00,141,4,791,0,---,
13,Beuerberg,Loisach,2021-07-26 11:00:00,370,-2,898,0,---,
14,Partenkirchen (alt),Partnach,2021-07-26 11:00:00,54,-1,450,0,---,
15,Stegen,Ammersee,2021-07-26 11:00:00,53322,1,---,0,---,
16,Stegen,Amper,2021-07-26 11:00:00,147,1,347,0,---,
17,Fürstenfeldbruck,Amper,2021-07-26 11:00:00,98,-2,362,0,---,
18,Ampermoching,Amper,2021-07-26 11:00:00,222,1,510,0,---,
19,Inkofen,Amper,2021-07-26 11:00:00,119,0,570,0,---,
20,Oberammergau,Ammer,2021-07-26 11:00:00,53,0,478,0,---,
21,Peißenberg,Ammer,2021-07-26 11:00:00,81,0,130,0,---,
22,Weilheim,Ammer,2021-07-26 11:00:00,82,-6,251,0,---,
23,Raisting,Rott,2021-07-26 11:00:00,41,0,042,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-26 11:00:00,62507,-1,---,0,---,
25,Leutstetten,Würm,2021-07-26 11:00:00,143,0,613,0,---,
26,Hohenkammer,Glonn,2021-07-26 11:00:00,43,-3,266,0,---,
27,Berg,Sempt,2021-07-26 11:00:00,60,-1,305,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-26 11:00:00,145,-5,212,0,---,
29,Starnberg,Starnberger See,2021-07-26 11:00:00,58447,0,---,0,---,
30,Eching,Windach,2021-07-26 11:00:00,71,-4,089,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-26 11:00:00,28,0,058,0,---,
0,Sylvenstein,Isar,2021-07-26 12:00:00,255,-4,184,0,---,
1,Lenggries,Isar,2021-07-26 12:00:00,122,-1,261,0,---,
2,Bad Tölz Brücke,Isar,2021-07-26 12:00:00,69,-1,---,0,---,
3,Puppling,Isar,2021-07-26 12:00:00,149,0,524,0,---,
4,München,Isar,2021-07-26 12:00:00,165,-2,144,0,---,
5,Freising,Isar,2021-07-26 12:00:00,68,2,428,0,---,
6,Landshut Birket,Isar,2021-07-26 12:00:00,146,0,212,0,---,
7,Landau,Isar,2021-07-26 12:00:00,136,0,250,0,---,
8,Plattling,Isar,2021-07-26 12:00:00,227,-4,242,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 12:00:00,108,-1,111,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 12:00:00,172,-1,350,0,---,
11,Schlehdorf,Loisach,2021-07-26 12:00:00,129,-3,340,0,---,
12,Kochel,Loisach,2021-07-26 12:00:00,147,8,825,0,---,
13,Beuerberg,Loisach,2021-07-26 12:00:00,369,-2,888,0,---,
14,Partenkirchen (alt),Partnach,2021-07-26 12:00:00,54,0,450,0,---,
15,Stegen,Ammersee,2021-07-26 12:00:00,53321,-1,---,0,---,
16,Stegen,Amper,2021-07-26 12:00:00,146,0,342,0,---,
17,Fürstenfeldbruck,Amper,2021-07-26 12:00:00,99,0,367,0,---,
18,Ampermoching,Amper,2021-07-26 12:00:00,221,-2,504,0,---,
19,Inkofen,Amper,2021-07-26 12:00:00,120,1,576,0,---,
20,Oberammergau,Ammer,2021-07-26 12:00:00,53,0,478,0,---,
21,Peißenberg,Ammer,2021-07-26 12:00:00,79,-1,120,0,---,
22,Weilheim,Ammer,2021-07-26 12:00:00,81,-5,246,0,---,
23,Raisting,Rott,2021-07-26 12:00:00,40,-1,038,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-26 12:00:00,62507,0,---,0,---,
25,Leutstetten,Würm,2021-07-26 12:00:00,144,1,625,0,---,
26,Hohenkammer,Glonn,2021-07-26 12:00:00,42,-2,254,0,---,
27,Berg,Sempt,2021-07-26 12:00:00,61,0,315,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-26 12:00:00,146,-2,217,0,---,
29,Starnberg,Starnberger See,2021-07-26 12:00:00,58446,-2,---,0,---,
30,Eching,Windach,2021-07-26 12:00:00,74,-1,108,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-26 12:00:00,28,0,058,0,---,
0,Sylvenstein,Isar,2021-07-26 13:00:00,255,-1,184,0,---,
1,Lenggries,Isar,2021-07-26 13:00:00,120,-3,244,0,---,
2,Bad Tölz Brücke,Isar,2021-07-26 13:00:00,69,0,---,0,---,
3,Puppling,Isar,2021-07-26 13:00:00,148,-1,513,0,---,
4,München,Isar,2021-07-26 13:00:00,166,0,146,0,---,
5,Freising,Isar,2021-07-26 13:00:00,68,0,428,0,---,
6,Landshut Birket,Isar,2021-07-26 13:00:00,147,2,214,0,---,
7,Landau,Isar,2021-07-26 13:00:00,134,-2,244,0,---,
8,Plattling,Isar,2021-07-26 13:00:00,225,-4,238,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 13:00:00,107,-2,107,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 13:00:00,172,0,350,0,---,
11,Schlehdorf,Loisach,2021-07-26 13:00:00,130,-2,346,0,---,
12,Kochel,Loisach,2021-07-26 13:00:00,150,9,842,0,---,
13,Beuerberg,Loisach,2021-07-26 13:00:00,369,-1,888,0,---,
14,Partenkirchen (alt),Partnach,2021-07-26 13:00:00,54,0,450,0,---,
15,Stegen,Ammersee,2021-07-26 13:00:00,53321,-1,---,0,---,
16,Stegen,Amper,2021-07-26 13:00:00,146,-1,342,0,---,
17,Fürstenfeldbruck,Amper,2021-07-26 13:00:00,98,0,362,0,---,
18,Ampermoching,Amper,2021-07-26 13:00:00,224,2,521,0,---,
19,Inkofen,Amper,2021-07-26 13:00:00,120,1,576,0,---,
20,Oberammergau,Ammer,2021-07-26 13:00:00,53,0,478,0,---,
21,Peißenberg,Ammer,2021-07-26 13:00:00,79,-2,120,0,---,
22,Weilheim,Ammer,2021-07-26 13:00:00,80,-2,241,0,---,
23,Raisting,Rott,2021-07-26 13:00:00,40,-1,038,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-26 13:00:00,62506,-1,---,0,---,
25,Leutstetten,Würm,2021-07-26 13:00:00,143,0,613,0,---,
26,Hohenkammer,Glonn,2021-07-26 13:00:00,39,-4,222,0,---,
27,Berg,Sempt,2021-07-26 13:00:00,61,1,315,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-26 13:00:00,146,1,217,0,---,
29,Starnberg,Starnberger See,2021-07-26 13:00:00,58448,1,---,0,---,
30,Eching,Windach,2021-07-26 13:00:00,75,4,115,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-26 13:00:00,28,0,058,0,---,
0,Sylvenstein,Isar,2021-07-26 14:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-26 14:00:00,119,-3,236,0,---,
2,Bad Tölz Brücke,Isar,2021-07-26 14:00:00,68,-1,---,0,---,
3,Puppling,Isar,2021-07-26 14:00:00,148,-1,513,0,---,
4,München,Isar,2021-07-26 14:00:00,164,-1,143,0,---,
5,Freising,Isar,2021-07-26 14:00:00,68,0,428,0,---,
6,Landshut Birket,Isar,2021-07-26 14:00:00,148,2,217,0,---,
7,Landau,Isar,2021-07-26 14:00:00,134,-2,244,0,---,
8,Plattling,Isar,2021-07-26 14:00:00,225,-2,238,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 14:00:00,107,-1,107,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 14:00:00,171,-1,345,0,---,
11,Schlehdorf,Loisach,2021-07-26 14:00:00,130,1,346,0,---,
12,Kochel,Loisach,2021-07-26 14:00:00,152,5,854,0,---,
13,Beuerberg,Loisach,2021-07-26 14:00:00,369,0,888,0,---,
14,Partenkirchen (alt),Partnach,2021-07-26 14:00:00,54,0,450,0,---,
15,Stegen,Ammersee,2021-07-26 14:00:00,53321,0,---,0,---,
16,Stegen,Amper,2021-07-26 14:00:00,146,0,342,0,---,
17,Fürstenfeldbruck,Amper,2021-07-26 14:00:00,98,-1,362,0,---,
18,Ampermoching,Amper,2021-07-26 14:00:00,224,3,521,0,---,
19,Inkofen,Amper,2021-07-26 14:00:00,119,-1,570,0,---,
20,Oberammergau,Ammer,2021-07-26 14:00:00,53,0,478,0,---,
21,Peißenberg,Ammer,2021-07-26 14:00:00,79,0,120,0,---,
22,Weilheim,Ammer,2021-07-26 14:00:00,78,-3,231,0,---,
23,Raisting,Rott,2021-07-26 14:00:00,40,0,038,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-26 14:00:00,62506,-1,---,0,---,
25,Leutstetten,Würm,2021-07-26 14:00:00,143,-1,613,0,---,
26,Hohenkammer,Glonn,2021-07-26 14:00:00,40,-2,233,0,---,
27,Berg,Sempt,2021-07-26 14:00:00,62,1,325,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-26 14:00:00,145,-1,212,0,---,
29,Starnberg,Starnberger See,2021-07-26 14:00:00,58446,0,---,0,---,
30,Eching,Windach,2021-07-26 14:00:00,72,-2,095,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-26 14:00:00,28,0,058,0,---,
0,Sylvenstein,Isar,2021-07-26 15:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-26 15:00:00,118,-2,228,0,---,
2,Bad Tölz Brücke,Isar,2021-07-26 15:00:00,68,-1,---,0,---,
3,Puppling,Isar,2021-07-26 15:00:00,148,0,513,0,---,
4,München,Isar,2021-07-26 15:00:00,162,-4,140,0,---,
5,Freising,Isar,2021-07-26 15:00:00,68,0,428,0,---,
6,Landshut Birket,Isar,2021-07-26 15:00:00,148,1,217,0,---,
7,Landau,Isar,2021-07-26 15:00:00,133,-1,241,0,---,
8,Plattling,Isar,2021-07-26 15:00:00,224,-1,236,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 15:00:00,107,0,107,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 15:00:00,171,-1,345,0,---,
11,Schlehdorf,Loisach,2021-07-26 15:00:00,129,-1,340,0,---,
12,Kochel,Loisach,2021-07-26 15:00:00,153,3,859,0,---,
13,Beuerberg,Loisach,2021-07-26 15:00:00,370,1,898,0,---,
14,Partenkirchen (alt),Partnach,2021-07-26 15:00:00,53,-1,427,0,---,
15,Stegen,Ammersee,2021-07-26 15:00:00,53321,0,---,0,---,
16,Stegen,Amper,2021-07-26 15:00:00,146,0,342,0,---,
17,Fürstenfeldbruck,Amper,2021-07-26 15:00:00,98,0,362,0,---,
18,Ampermoching,Amper,2021-07-26 15:00:00,224,0,521,0,---,
19,Inkofen,Amper,2021-07-26 15:00:00,119,-1,570,0,---,
20,Oberammergau,Ammer,2021-07-26 15:00:00,53,0,478,0,---,
21,Peißenberg,Ammer,2021-07-26 15:00:00,78,-1,115,0,---,
22,Weilheim,Ammer,2021-07-26 15:00:00,77,-3,226,0,---,
23,Raisting,Rott,2021-07-26 15:00:00,40,0,038,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-26 15:00:00,62506,0,---,0,---,
25,Leutstetten,Würm,2021-07-26 15:00:00,143,0,613,0,---,
26,Hohenkammer,Glonn,2021-07-26 15:00:00,43,4,266,0,---,
27,Berg,Sempt,2021-07-26 15:00:00,61,0,315,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-26 15:00:00,145,-1,212,0,---,
29,Starnberg,Starnberger See,2021-07-26 15:00:00,58445,-3,---,0,---,
30,Eching,Windach,2021-07-26 15:00:00,74,-1,108,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-26 15:00:00,27,-1,053,0,---,
0,Sylvenstein,Isar,2021-07-26 16:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-26 16:00:00,118,-1,228,0,---,
2,Bad Tölz Brücke,Isar,2021-07-26 16:00:00,67,-1,---,0,---,
3,Puppling,Isar,2021-07-26 16:00:00,147,-1,502,0,---,
4,München,Isar,2021-07-26 16:00:00,162,-2,140,0,---,
5,Freising,Isar,2021-07-26 16:00:00,66,-2,411,0,---,
6,Landshut Birket,Isar,2021-07-26 16:00:00,149,1,219,0,---,
7,Landau,Isar,2021-07-26 16:00:00,134,0,244,0,---,
8,Plattling,Isar,2021-07-26 16:00:00,223,-2,234,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 16:00:00,106,-1,104,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 16:00:00,172,1,350,0,---,
11,Schlehdorf,Loisach,2021-07-26 16:00:00,128,-2,334,0,---,
12,Kochel,Loisach,2021-07-26 16:00:00,154,2,865,0,---,
13,Beuerberg,Loisach,2021-07-26 16:00:00,372,3,918,0,---,
14,Partenkirchen (alt),Partnach,2021-07-26 16:00:00,54,0,450,0,---,
15,Stegen,Ammersee,2021-07-26 16:00:00,53320,-1,---,0,---,
16,Stegen,Amper,2021-07-26 16:00:00,146,0,342,0,---,
17,Fürstenfeldbruck,Amper,2021-07-26 16:00:00,98,0,362,0,---,
18,Ampermoching,Amper,2021-07-26 16:00:00,222,-2,510,0,---,
19,Inkofen,Amper,2021-07-26 16:00:00,118,-1,564,0,---,
20,Oberammergau,Ammer,2021-07-26 16:00:00,53,0,478,0,---,
21,Peißenberg,Ammer,2021-07-26 16:00:00,78,-1,115,0,---,
22,Weilheim,Ammer,2021-07-26 16:00:00,76,-2,221,0,---,
23,Raisting,Rott,2021-07-26 16:00:00,40,0,038,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-26 16:00:00,62505,-1,---,0,---,
25,Leutstetten,Würm,2021-07-26 16:00:00,143,0,613,0,---,
26,Hohenkammer,Glonn,2021-07-26 16:00:00,46,6,301,0,---,
27,Berg,Sempt,2021-07-26 16:00:00,61,-1,315,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-26 16:00:00,147,2,222,0,---,
29,Starnberg,Starnberger See,2021-07-26 16:00:00,58443,-3,---,0,---,
30,Eching,Windach,2021-07-26 16:00:00,75,3,115,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-26 16:00:00,26,-2,049,0,---,
0,Sylvenstein,Isar,2021-07-26 17:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-26 17:00:00,118,0,228,0,---,
2,Bad Tölz Brücke,Isar,2021-07-26 17:00:00,67,-1,---,0,---,
3,Puppling,Isar,2021-07-26 17:00:00,146,-2,492,0,---,
4,München,Isar,2021-07-26 17:00:00,161,-1,138,0,---,
5,Freising,Isar,2021-07-26 17:00:00,64,-4,395,0,---,
6,Landshut Birket,Isar,2021-07-26 17:00:00,148,0,217,0,---,
7,Landau,Isar,2021-07-26 17:00:00,135,2,247,0,---,
8,Plattling,Isar,2021-07-26 17:00:00,222,-2,232,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 17:00:00,107,0,107,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 17:00:00,171,0,345,0,---,
11,Schlehdorf,Loisach,2021-07-26 17:00:00,129,0,340,0,---,
12,Kochel,Loisach,2021-07-26 17:00:00,155,2,871,0,---,
13,Beuerberg,Loisach,2021-07-26 17:00:00,373,3,926,0,---,
14,Partenkirchen (alt),Partnach,2021-07-26 17:00:00,53,0,427,0,---,
15,Stegen,Ammersee,2021-07-26 17:00:00,53322,1,---,0,---,
16,Stegen,Amper,2021-07-26 17:00:00,146,0,342,0,---,
17,Fürstenfeldbruck,Amper,2021-07-26 17:00:00,97,-1,356,0,---,
18,Ampermoching,Amper,2021-07-26 17:00:00,223,-1,515,0,---,
19,Inkofen,Amper,2021-07-26 17:00:00,117,-2,559,0,---,
20,Oberammergau,Ammer,2021-07-26 17:00:00,53,0,478,0,---,
21,Peißenberg,Ammer,2021-07-26 17:00:00,77,-1,110,0,---,
22,Weilheim,Ammer,2021-07-26 17:00:00,75,-2,216,0,---,
23,Raisting,Rott,2021-07-26 17:00:00,40,0,038,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-26 17:00:00,62506,0,---,0,---,
25,Leutstetten,Würm,2021-07-26 17:00:00,143,0,613,0,---,
26,Hohenkammer,Glonn,2021-07-26 17:00:00,46,3,301,0,---,
27,Berg,Sempt,2021-07-26 17:00:00,61,0,315,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-26 17:00:00,144,-1,207,0,---,
29,Starnberg,Starnberger See,2021-07-26 17:00:00,58444,-1,---,0,---,
30,Eching,Windach,2021-07-26 17:00:00,71,-3,089,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-26 17:00:00,23,-4,036,0,---,
0,Sylvenstein,Isar,2021-07-26 18:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-26 18:00:00,118,0,228,0,---,
2,Bad Tölz Brücke,Isar,2021-07-26 18:00:00,67,0,---,0,---,
3,Puppling,Isar,2021-07-26 18:00:00,145,-2,481,0,---,
4,München,Isar,2021-07-26 18:00:00,160,-2,136,0,---,
5,Freising,Isar,2021-07-26 18:00:00,63,-3,386,0,---,
6,Landshut Birket,Isar,2021-07-26 18:00:00,149,0,219,0,---,
7,Landau,Isar,2021-07-26 18:00:00,135,1,247,0,---,
8,Plattling,Isar,2021-07-26 18:00:00,224,1,236,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 18:00:00,107,1,107,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 18:00:00,171,-1,345,0,---,
11,Schlehdorf,Loisach,2021-07-26 18:00:00,128,0,334,0,---,
12,Kochel,Loisach,2021-07-26 18:00:00,156,2,876,0,---,
13,Beuerberg,Loisach,2021-07-26 18:00:00,373,1,926,0,---,
14,Partenkirchen (alt),Partnach,2021-07-26 18:00:00,53,-1,427,0,---,
15,Stegen,Ammersee,2021-07-26 18:00:00,53321,1,---,0,---,
16,Stegen,Amper,2021-07-26 18:00:00,146,0,342,0,---,
17,Fürstenfeldbruck,Amper,2021-07-26 18:00:00,98,0,362,0,---,
18,Ampermoching,Amper,2021-07-26 18:00:00,222,0,510,0,---,
19,Inkofen,Amper,2021-07-26 18:00:00,117,-1,559,0,---,
20,Oberammergau,Ammer,2021-07-26 18:00:00,52,-1,454,0,---,
21,Peißenberg,Ammer,2021-07-26 18:00:00,77,-1,110,0,---,
22,Weilheim,Ammer,2021-07-26 18:00:00,75,-1,216,0,---,
23,Raisting,Rott,2021-07-26 18:00:00,40,0,038,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-26 18:00:00,62506,1,---,0,---,
25,Leutstetten,Würm,2021-07-26 18:00:00,143,0,613,0,---,
26,Hohenkammer,Glonn,2021-07-26 18:00:00,45,-1,288,0,---,
27,Berg,Sempt,2021-07-26 18:00:00,61,0,315,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-26 18:00:00,145,-2,212,0,---,
29,Starnberg,Starnberger See,2021-07-26 18:00:00,58444,1,---,0,---,
30,Eching,Windach,2021-07-26 18:00:00,70,-5,083,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-26 18:00:00,23,-3,036,0,---,
0,Sylvenstein,Isar,2021-07-26 19:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-26 19:00:00,117,-1,220,0,---,
2,Bad Tölz Brücke,Isar,2021-07-26 19:00:00,67,0,---,0,---,
3,Puppling,Isar,2021-07-26 19:00:00,144,-2,472,0,---,
4,München,Isar,2021-07-26 19:00:00,160,-1,136,0,---,
5,Freising,Isar,2021-07-26 19:00:00,64,0,395,0,---,
6,Landshut Birket,Isar,2021-07-26 19:00:00,149,1,219,0,---,
7,Landau,Isar,2021-07-26 19:00:00,135,0,247,0,---,
8,Plattling,Isar,2021-07-26 19:00:00,224,2,236,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 19:00:00,107,0,107,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 19:00:00,170,-1,339,0,---,
11,Schlehdorf,Loisach,2021-07-26 19:00:00,127,-2,328,0,---,
12,Kochel,Loisach,2021-07-26 19:00:00,156,1,876,0,---,
13,Beuerberg,Loisach,2021-07-26 19:00:00,376,3,956,0,---,
14,Partenkirchen (alt),Partnach,2021-07-26 19:00:00,53,0,427,0,---,
15,Stegen,Ammersee,2021-07-26 19:00:00,53320,-2,---,0,---,
16,Stegen,Amper,2021-07-26 19:00:00,145,-1,337,0,---,
17,Fürstenfeldbruck,Amper,2021-07-26 19:00:00,98,1,362,0,---,
18,Ampermoching,Amper,2021-07-26 19:00:00,223,0,515,0,---,
19,Inkofen,Amper,2021-07-26 19:00:00,117,0,559,0,---,
20,Oberammergau,Ammer,2021-07-26 19:00:00,53,0,478,0,---,
21,Peißenberg,Ammer,2021-07-26 19:00:00,82,5,136,0,---,
22,Weilheim,Ammer,2021-07-26 19:00:00,77,2,226,0,---,
23,Raisting,Rott,2021-07-26 19:00:00,40,0,038,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-26 19:00:00,62506,0,---,0,---,
25,Leutstetten,Würm,2021-07-26 19:00:00,143,0,613,0,---,
26,Hohenkammer,Glonn,2021-07-26 19:00:00,42,-4,254,0,---,
27,Berg,Sempt,2021-07-26 19:00:00,61,0,315,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-26 19:00:00,144,0,207,0,---,
29,Starnberg,Starnberger See,2021-07-26 19:00:00,58443,-1,---,0,---,
30,Eching,Windach,2021-07-26 19:00:00,73,2,102,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-26 19:00:00,23,0,036,0,---,
0,Sylvenstein,Isar,2021-07-26 20:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-26 20:00:00,119,1,236,0,---,
2,Bad Tölz Brücke,Isar,2021-07-26 20:00:00,70,3,---,0,---,
3,Puppling,Isar,2021-07-26 20:00:00,146,1,492,0,---,
4,München,Isar,2021-07-26 20:00:00,160,0,136,0,---,
5,Freising,Isar,2021-07-26 20:00:00,63,0,386,0,---,
6,Landshut Birket,Isar,2021-07-26 20:00:00,149,0,219,0,---,
7,Landau,Isar,2021-07-26 20:00:00,134,-1,244,0,---,
8,Plattling,Isar,2021-07-26 20:00:00,224,0,236,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 20:00:00,107,0,107,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 20:00:00,171,0,345,0,---,
11,Schlehdorf,Loisach,2021-07-26 20:00:00,130,2,346,0,---,
12,Kochel,Loisach,2021-07-26 20:00:00,165,9,928,0,---,
13,Beuerberg,Loisach,2021-07-26 20:00:00,390,17,110,0,---,
14,Partenkirchen (alt),Partnach,2021-07-26 20:00:00,52,-1,404,0,---,
15,Stegen,Ammersee,2021-07-26 20:00:00,53322,1,---,0,---,
16,Stegen,Amper,2021-07-26 20:00:00,147,1,347,0,---,
17,Fürstenfeldbruck,Amper,2021-07-26 20:00:00,98,0,362,0,---,
18,Ampermoching,Amper,2021-07-26 20:00:00,223,1,515,0,---,
19,Inkofen,Amper,2021-07-26 20:00:00,117,0,559,0,---,
20,Oberammergau,Ammer,2021-07-26 20:00:00,54,2,501,0,---,
21,Peißenberg,Ammer,2021-07-26 20:00:00,91,14,189,0,---,
22,Weilheim,Ammer,2021-07-26 20:00:00,80,5,241,0,---,
23,Raisting,Rott,2021-07-26 20:00:00,40,0,038,0,---,
24,Oberfinning Seepegel,Windachspeicher,2021-07-26 20:00:00,62507,1,---,0,---,
25,Leutstetten,Würm,2021-07-26 20:00:00,143,0,613,0,---,
26,Hohenkammer,Glonn,2021-07-26 20:00:00,43,-2,266,0,---,
27,Berg,Sempt,2021-07-26 20:00:00,61,0,315,0,---,
28,Eschenlohe Brücke,Loisach,2021-07-26 20:00:00,145,0,212,0,---,
29,Starnberg,Starnberger See,2021-07-26 20:00:00,58445,1,---,0,---,
30,Eching,Windach,2021-07-26 20:00:00,77,7,129,0,---,
31,Oberfinning Speicherabgabe,Windach,2021-07-26 20:00:00,24,1,040,0,---,
0,Sylvenstein,Isar,2021-07-26 21:00:00,255,0,184,0,---,
1,Lenggries,Isar,2021-07-26 21:00:00,122,5,261,0,---,
2,Bad Tölz Brücke,Isar,2021-07-26 21:00:00,68,1,---,0,---,
3,Puppling,Isar,2021-07-26 21:00:00,148,4,513,0,---,
4,München,Isar,2021-07-26 21:00:00,162,2,140,0,---,
5,Freising,Isar,2021-07-26 21:00:00,63,-1,386,0,---,
6,Landshut Birket,Isar,2021-07-26 21:00:00,149,0,219,0,---,
7,Landau,Isar,2021-07-26 21:00:00,135,0,247,0,---,
8,Plattling,Isar,2021-07-26 21:00:00,224,0,236,0,---,
9,Garmisch o. d. Partnachmündung,Loisach,2021-07-26 21:00:00,106,-1,104,0,---,
10,Garmisch u. d. Partnachmündung,Loisach,2021-07-26 21:00:00,170,0,339,0,---,
